,id,mention,cui,start_index,end_index,sentence,uniq_cui
144,144,darmstelsel,['C0017189'],89,100,"Amber, ook wel ambergris, is een overwegend grijskleurig, hard wasachtig product uit het darmstelsel van potvissen.",C0017189
145,145,mitochondriaal,['C0026237'],16,30,Analyse van het mitochondriaal DNA van tijgers maakt aannemelijk dat alle ondersoorten afstammen van een gemeenschappelijke voorouder die 72.000 tot 108.000 jaar geleden leefde.,C0026237
146,146,ATP,['C0001480'],22,25,Methionine wordt door ATP geactiveerd (Yang-cyclus) tot S-adenosyl-L-methionine (SAM).,C0001480
147,147,etterende,['C0034161'],120,129,"Na het verschijnen van symptomen die lijken op griep ontstaat een typische huiduitslag met vochtblaasjes, die leidt tot etterende zweren.",C0034161
148,148,atomen,['C0567415'],124,130,"Kwantummechanica is de mechanica (leer van bewegingen en krachten) die van toepassing is op de kleine schaal van moleculen, atomen en subatomaire deeltjes.",C0567415
149,149,CFC-12,['C0117953'],16,22,"Het gaat dan om CFC-12, CFC-11, HCFC-22 en HFC-134a.",C0117953
150,150,CFC-11,['C0077039'],24,30,"Het gaat dan om CFC-12, CFC-11, HCFC-22 en HFC-134a.",C0077039
151,151,HFC-134a,['C1330625'],43,51,"Het gaat dan om CFC-12, CFC-11, HCFC-22 en HFC-134a.",C1330625
152,152,gameten,['C2718310'],188,195,"Een voorgestelde definitie stelt dat algen ""het groene pigment chlorofyl bevatten voor fotosynthese, en geen steriele (niet aan de voortplanting deelnemende) laag cellen hebben die om hun gameten is gelegen"".",C2718310
153,153,heelkunde,['C0038894'],59,68,Bovendien kreeg hij van de Centaur Cheiron onderwijs in de heelkunde op de Pilionberg.,C0038894
154,154,CO,['C0007012'],80,82,"Volgens onderzoekers is dit mogelijk een gevolg van de toename van kooldioxide (CO) in de atmosfeer waardoor oceanen geleidelijk verzuren, of van de opwarming van het zeewater.",C0007012
155,155,bijziende,['C0027092'],138,147,"Er bestaan verschillende soorten oogziekten die invloed hebben op de gezondheid van het netvlies:Het menselijke oog, de oogbol, is bij bijziende mensen langwerpig uitgetrokken.",C0027092
156,156,corona,"['C5203670', 'CL1381981']",3,9,"De corona-zelftest van Roche heeft een sensitiviteit van 96,52% en een specificiteit van 99,68%.",C5203670
157,157,rugklachten,['C0004604'],20,31,"weinig mensen lopen rugklachten op, daarvoor geldt dus een lage incidentie, maar herstel duurt vaak lang, waardoor de prevalentie toch nog vrij hoog is.",C0004604
158,158,prognostiek,"['C0033325', 'C1287404']",54,65,"Het vakgebied behandelt zowel etiologie, diagnostiek, prognostiek als interventie vraagstukken.",C0033325
159,159,asymptomatische,['C1457887'],118,133,"BevolkingsonderzoekEen bevolkingsonderzoek of screening is het onderzoeken van een in principe gezonde populatie om asymptomatische gevallen van een ziekte of aandoening op het spoor te komen, in de veronderstelling dat deze aandoening in een vroeg stadium misschien beter te behandelen is.",C1457887
160,160,AIDS,['C0001175'],167,171,"Hij zet zich in voor veel goede doelen, zoals Project H.O.M.E., Habitat for Humanity, de Special Olympics, het Amerikaanse Rode Kruis en de Elizabeth Glaser Pediatric AIDS Foundation.",C0001175
161,161,Lymeziekte,"['C0024198', 'C0752235']",98,108,"Ook de serologische test op een infectie met de bacterie ""Borrelia burgdorferi"", verwekker van de Lymeziekte, heeft zowel een lage sensitiviteit als een lage specificiteit.Is de sensitiviteit van een test te laag, dan is er een grote kans dat de test aangeeft dat de proefpersoon de ziekte niet heeft, terwijl dat in werkelijkheid wel het geval is.",C0024198
162,162,impulsieve,['C0021125'],5,15,"Meer impulsieve zelfmoord of zelfmoordpogingen kunnen worden veroorzaakt door hoge stress naar aanleiding van financiële problemen, problemen met relaties en werk, een uitzichtloze medische conditie, sociale isolatie, pesten, seksueel misbruik en mishandeling.",C0021125
163,163,darm,['C0017189'],60,64,Op 12 januari 2003 overleed Maurice Gibb plotseling aan een darminfarct.,C0017189
164,164,leprozen,['C0023343'],166,174,"Vervolging bleef niet beperkt tot aanhangers van niet-geaccepteerde geloven als het jodendom en geloofsrichtingen die als ketterij werden beschouwd, maar omvatte ook leprozen en homoseksuelen.",C0023343
165,165,geslachtscellen,['C2718310'],66,81,De vrouwelijke sekse is gedefinieerd als de sekse met de grootste geslachtscellen.,C2718310
166,166,testes,['C0039597'],245,251,"Afhankelijk van de levenscyclus van het soort worden de zaadcellen door haploïde organismen gevormd door mitose zoals bij mossen, varens en vele algen in antheridia, of bij diploïde organismen door meiose (reductiedeling) zoals bij dieren in de testes.",C0039597
167,167,foetale-alcoholsyndroom (FAS),['C2985290'],109,138,Blootstelling aan dagelijkse hoge alcoholdoseringen tijdens de ontwikkeling van de foetus kan leiden tot het foetale-alcoholsyndroom (FAS).,C2985290
168,168,chlamydia,['C0008149'],38,47,"Men moet bedacht zijn op onder andere chlamydia, gonorroe, herpes, hepatitis maar ook aids.",C0008149
169,169,hepatitis,"['C0019189', 'C0001308', 'C0019158', 'C0149519']",67,76,"Men moet bedacht zijn op onder andere chlamydia, gonorroe, herpes, hepatitis maar ook aids.",C0019189
170,170,ovarium,['C0029939'],4,11,"Het ovarium of eierstok is de vrouwelijke gonade, het orgaan voor de vorming van eicellen.",C0029939
171,171,butanol,['C0089147'],107,114,Een voorbeeld van twee isomeren met totaal verschillende eigenschappen wordt gevormd door di-ethylether en butanol.,C0089147
172,172,atomen,['C0567415'],167,173,"IsomeerIsomeren (van het Grieks ""isos"" = gelijk, ""meros"" = deel) zijn stoffen die met elkaar ""overeenkomen"" doordat hun moleculen hetzelfde aantal en dezelfde soort atomen bevatten, maar die van elkaar ""verschillen"" door de wijze waarop die atomen onderling zijn verbonden of geschikt.",C0567415
173,173,ochtendmisselijkheid,['C0312416'],53,73,Het was populair als slaapmiddel en als middel tegen ochtendmisselijkheid.,C0312416
174,174,influenza,['C0021400'],52,61,De veroorzaker van de ziekte is een variant van het influenzavirus:,C0021400
175,175,antibiotica,['C0003232'],74,85,De eerste behandeling van acute meningitis bestaat uit direct toegediende antibiotica en soms antivirale middelen.,C0003232
176,176,darmen,['C0017189'],21,27,Het microbioom in de darmen van mensen en dieren waar bacteriën en schimmels als symbionten met hun gastheer leven is de zogenaamde darmflora.,C0017189
177,177,mitochondriën,['C0026237'],85,98,"Naast een celkern hebben de meeste eukaryotische cellen ook andere organellen, zoals mitochondriën en een golgiapparaat.",C0026237
178,178,hakhout,['C0043217'],74,81,Milieugroepen stelden dat dit plan simpelweg neerkwam op het weggeven van hakhout aan houtzagerijen.,C0043217
179,179,loodintoxicatie,['C0023176'],191,206,"Er zijn diverse theorieën over de oorzaak van zijn doofheid, variërend van otosclerose (een kwaal waarbij de gehoorbeentjes in het oor aan elkaar groeien en onbeweeglijk worden) of Paget tot loodintoxicatie, maar er is geen definitief antwoord.",C0023176
180,180,aminozuren,['C0002520'],66,76,Het antibioticum verstoort de werking van mRNA waardoor verkeerde aminozuren worden gebruikt bij de productie van eiwitten: ,C0002520
181,181,pijnstiller,['C0002771'],78,89,MorfineMorfine is een in de geneeskunde veelgebruikte krachtige narcotische pijnstiller.,C0002771
182,182,vergiftigingen,['C0728899'],56,70,"Er bestaan ook verworven vormen, meestal als gevolg van vergiftigingen, zoals door gebruik van bepaalde geneesmiddelen.",C0728899
183,183,polio,['C0032371'],154,159,"Het inzetten van vaccins bij grote delen van de bevolking heeft ertoe geleid dat de morbiditeit (ziekte) en mortaliteit (overlijden) van virusziekten als polio, mazelen, bof en rodehond in de loop der jaren drastisch gedaald zijn.",C0032371
184,184,COVID-19,"['C5203670', 'CL1381981']",81,89,Op 20 februari 2022 berichtte het Lagerhuis dat Elizabeth positief was getest op COVID-19.,C5203670
185,185,COPD,['C0024117'],51,55,"het principe van de progressieve longbeschadiging (COPD) door het roken of de levercirrhose door overvloedig alcoholgebruik verschilt niet sterk hiervan, maar wordt zelden degeneratie genoemd.",C0024117
186,186,ether,['C0014994'],40,45,"Voorbeelden van dergelijke stoffen zijn ether, pure alcohol, fenol, waterstofsulfide en ook water met een zeer sterk verhoogd zoutgehalte zoals pekel.",C0014994
187,187,longvliesontsteking,"['C0029799', 'C0032231']",79,98,Couperus overleed mogelijk aan een soort tuberculeuze bloedvergiftiging of een longvliesontsteking met een bloedvergiftiging.,C0029799
188,188,gonaden,['C0018067'],59,66,CastratieCastratie bij de mens is het verwijderen van de gonaden (teelballen of eierstokken).,C0018067
189,189,atomen,['C0567415'],60,66,Uit het diffractiepatroon is het mogelijk de positie van de atomen in de moleculen te reconstrueren.,C0567415
190,190,darm,['C0017189'],98,102,Geschoten dieren kunnen zonder gevaar gegeten worden omdat de opnamesnelheid van curare vanuit de darm in het bloed trager verloopt dan de uitscheiding van curare uit het bloed. ,C0017189
191,191,pijnstillend,['C0002771'],82,94,"ParacetamolParacetamol (Amerikaans-Engels: ""acetaminophen"") is een veelgebruikt pijnstillend en koortsverlagend middel.",C0002771
192,192,pijnstiller,['C0002771'],147,158,Hoewel acetylsalicylzuur nog steeds populair is geven medici tegenwoordig de voorkeur aan het voorschrijven van paracetamol wanneer een eenvoudige pijnstiller geïndiceerd is.,C0002771
193,193,bypassoperatie,['C0010055'],54,68,Op 6 september 2004 onderging Clinton een vierdubbele bypassoperatie.,C0010055
194,194,zwaarlijvigheid,['C0028754'],61,76,Onderzoek heeft aangetoond dat besmetting met een adenovirus zwaarlijvigheid bij dieren (onder andere kippen en muizen) kan veroorzaken.,C0028754
195,195,ADHD,"['C0041671', 'C1263846']",74,78,Een positief effect is aangetoond voor (met name kinderen met) autisme en ADHD.,C0041671
196,196,atomen,['C0567415'],72,78,Een chemische reactie is een proces waarbij verbindingen (moleculen) of atomen via een chemische weg worden omgezet in andere verbindingen via het vormen dan wel breken van chemische bindingen.,C0567415
197,197,maag-darmkanaal,['C0017189'],66,81,Het betreft een chronische ontsteking van de slijmvliezen van het maag-darmkanaal.,C0017189
198,198,antibiotica,['C0003232'],10,21,De eerste antibiotica verschenen op de markt en de WHO adviseerde landen in het gebruik ervan.,C0003232
199,199,COVID-19,"['C5203670', 'CL1381981']",119,127,"In verschillende landen, waaronder België, werd de PCR-test uitgebreid ingezet voor het detecteren van SARS-CoV-2, dat COVID-19 veroorzaakt.",C5203670
200,200,klacht,['C1457887'],116,122,FysiotherapieFysiotherapie of kinesitherapie is een paramedisch beroep dat zich bezighoudt met de behandeling van klachten aan het steun- en bewegingsapparaat van de mens.,C1457887
201,201,Imatinib,['C0935989'],97,105,Chronische Myeloïde Leukemie-patiënten worden sinds 2002 bij voorkeur behandeld met het medicijn Imatinib.,C0935989
202,202,ijzer,['C1318312'],23,28,Hemoglobine (Hb) bevat ijzer.,C1318312
203,203,COVID-19,"['C5203670', 'CL1381981']",239,247,"In 2020 verscheen Osterhaus veelvuldig in de media als deskundige op het gebied van infectieziektenbestrijding naar aanleiding van de coronacrisis – de uitbraak in Nederland van het ""coronavirus"" SARS-CoV-2 dat de besmettelijke aandoening COVID-19 veroorzaakt.",C5203670
204,204,acetabulum,['C0000962'],64,74,"dit geldt ook voor de heupcup, de prothese in de bekkenkom (het acetabulum).",C0000962
205,205,bofepidemie,['C0026780'],20,31,"In 2008 heerste een bofepidemie en in 1993 een epidemie van polio, een zo gevaarlijke ziekte dat alle inwoners van de Bijbelgordel werden opgeroepen om zich opnieuw te laten vaccineren.",C0026780
206,206,polio,['C0032371'],60,65,"In 2008 heerste een bofepidemie en in 1993 een epidemie van polio, een zo gevaarlijke ziekte dat alle inwoners van de Bijbelgordel werden opgeroepen om zich opnieuw te laten vaccineren.",C0032371
207,207,mitochondriën,['C0026237'],61,74,"De prokaryoten (bacteriën en Archaea), maar ook plastiden en mitochondriën, hebben geen echte chromosomen maar ringvormig DNA dat niet in een celkern is vervat maar los in het cytoplasma van de cel ligt.",C0026237
208,208,Cervarix,['C1721789'],53,61,Deze middelen zijn bekend onder de namen Gardasil en Cervarix.,C1721789
209,209,CO,['C0007012'],44,46,Vlooien worden actiever als de concentratie CO hoger wordt.,C0007012
210,210,TIA,"['C0917805', 'C0007787', 'C0155728']",113,116,"In sommige gevallen waarbij de bloedstolling problemen kan opleveren, zoals bij het optreden van trombose of een TIA, het ondergaan van een heupvervangende operatie of het optreden van boezemfibrilleren kan de natuurlijke bloedstolling worden geremd door anticoagulantia.",C0917805
211,211,darmen,['C0017189'],147,153,"Veel dieren die van planten leven hebben een symbiotische relatie met micro-organismen die de celwanden afbreken, zodat de voedingsstoffen door de darmen kunnen worden opgenomen.",C0017189
212,212,lachgas,['C0028215'],44,51,"Daarin zit als drijfgas (of verpakkingsgas) lachgas, NO (E942).",C0028215
213,213,verrichtingen,['C0031845'],58,71,"De moderne biologie definieert leven voornamelijk door de verrichtingen die een levend wezen vertoont, te karakteriseren:",C0031845
214,214,slaapproblemen,['C0154564'],72,86,Dit kan nog eens verergeren doordat 30% van de patiënten last heeft van slaapproblemen.,C0154564
215,215,synaptische,['C0039062'],68,79,Hierbij heeft het een exciterende (stimulerende) werking op de post-synaptische neuronen (zenuwcellen).,C0039062
216,216,lachgas,['C0028215'],55,62,Bij verhitting van het zuivere zout komen waterdamp en lachgas vrij:,C0028215
217,217,merg,['C0005953'],98,102,"De botten van de meeste vogelsoorten zijn hol om gewicht te sparen, maar die van de kiwi bevatten merg, net zoals bij zoogdieren.",C0005953
218,218,fluor,['C0016330'],116,121,"Hieronder staan voorbeelden van onvolledige verbranding met methaan:Alkanen kunnen ook reageren met een halogeen (fluor, chloor, broom en jood).",C0016330
219,219,darmen,['C0017189'],105,111,"KlysmaEen klysma (ook wel darmspoeling, klisteer of lavement) is het inbrengen van een vloeistof in de darmen via de anus (darmspoeling).",C0017189
220,220,hartaanval,['C0027051'],47,57,Peyo overleed echter op 24 december 92 aan een hartaanval.,C0027051
221,221,sulfaten,['C3536965'],39,47,"Daarentegen zijn carbonaten, oxalaten, sulfaten, sulfieten, sulfiden, arsenaten, fosfaten, hydroxiden en oxiden in de regel onoplosbaar.",C3536965
222,222,Homo sapiens,['C0086418'],170,182,"De verschillende mensachtigen, zoals ""Australopithecus afarensis"", en vroege mensensoorten als ""Homo habilis"" en ""Homo erectus"" evolueerden later tot de moderne mens of ""Homo sapiens"".",C0086418
223,223,tyfus,['C0041466'],102,107,"Daar stierf in de loop van de winter van 324 v.Chr. zijn beste vriend Hephaestion, waarschijnlijk aan tyfus.",C0041466
224,224,darmen,['C0017189'],53,59,Castro leed aan inwendige bloedingen en was aan zijn darmen geopereerd.,C0017189
225,225,aminozuren,['C0002520'],58,68,Veel neurotransmitters worden door biosynthese bereid uit aminozuren.,C0002520
226,226,pijnstiller,['C0002771'],42,53,Opium was in die tijd de enig beschikbare pijnstiller.,C0002771
227,227,symptomen,['C1457887'],83,92,In de standaarden werd van verschillende stoornissen en syndromen omschreven welke symptomen er bij voorkwamen.,C1457887
228,228,luchtwegen,['C0035237'],57,67,"Natriumsilicaat is corrosief voor de ogen, de huid en de luchtwegen.",C0035237
229,229,ether,['C0014994'],67,72,"Lachgas hoort bij de dampvormige anesthetica, net als bijvoorbeeld ether, cyclopropaan, chloroform, halothaan, enfluraan, sevofluraan en desfluraan.",C0014994
230,230,epidemisch,['C0014499'],101,111,"De pest is een infectieziekte die van de 14e tot en met de 19e eeuw in Europa veelvuldig, bij vlagen epidemisch en zelfs pandemisch voorkwam en enorme aantallen slachtoffers maakte.",C0014499
231,231,gramnegatieve,['C0200966'],163,176,"Voorts staat de ""zorgplicht legionellapreventie"" vervat in de Nederlandse Drinkwaterwet en -besluit.""Legionella pneumophila"" is een zwak kleurende, parasitaire, gramnegatieve, aerobe, niet-spore vormende, ongekapselde staaf, die slechts op speciale selectieve (cysteïne bevattende) media gekweekt kunnen worden.",C0200966
